Iteration,AbsoluteError
1,0.31346549797400947
2,0.18653450202599053
3,0.063465497974009466
4,0.18846549797400947
5,0.25096549797400947
6,0.21971549797400947
7,0.20409049797400947
8,0.19627799797400947
9,0.20018424797400947
10,0.19823112297400947
11,0.19920768547400947
12,0.19969596672400947
13,0.19945182609900947
14,0.19932975578650947
15,0.19926872063025947
16,0.19923820305213447
17,0.19922294426307197
18,0.19921531486854072
19,0.19921150017127509
20,0.19920959282264228
21,0.19921054649695868
22,0.19921006965980048
23,0.19921030807837958
24,0.19921042728766913
25,0.19921048689231391
26,0.19921045708999152
27,0.19921047199115272
28,0.19921047944173331
29,0.19921048316702361
30,0.19921048502966876
31,0.19921048596099133
32,0.19921048642665262
33,0.19921048619382198
34,0.1992104863102373
35,0.19921048625202964
36,0.19921048622292581
37,0.19921048623747772
38,0.19921048624475368
39,0.19921048624839166
40,0.19921048625021065
41,0.19921048625112014
42,0.19921048625157489
43,0.19921048625180227
44,0.19921048625168858
45,0.19921048625163174
46,0.19921048625166016
47,0.19921048625164595
48,0.19921048625165305
49,0.1992104862516495
50,0.19921048625165128
51,0.19921048625165305
